_id,name,image,calories,protein,carbs,fat,preferences[0],preferences[1],preferences[2],restrictions[0],restrictions[1],context.mealTime[0],context.mealTime[1],context.mealTime[2],context.season,context.weather[0],context.weather[1],ingredients[0].name,ingredients[1].name,ingredients[2].name,ingredients[3].name,ingredients[4].name,ingredients[0].quantity,ingredients[1].quantity,ingredients[2].quantity,ingredients[3].quantity,ingredients[4].quantity,ingredients[0].unit,ingredients[1].unit,ingredients[2].unit,ingredients[3].unit,ingredients[4].unit,instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],context.season[0],context.season[1]
683c99140410126eb2b9f032,Bơ đậu phộng,/images/foods/peanut-butter.jpg,588,25,20,50,fat_rich,vegan,,nuts,,breakfast,snack,,all,all,,Bơ đậu phộng,,,,,100,,,,,g,,,,,Ăn trực tiếp hoặc phết lên bánh mì.,,,,,,
683c99140410126eb2b9f033,Hạt điều rang,/images/foods/roasted-cashews.jpg,553,18,30,44,fat_rich,healthy,,nuts,,snack,,,all,all,,Hạt điều,,,,,100,,,,,g,,,,,Ăn trực tiếp hoặc làm topping cho salad.,,,,,,
683c99140410126eb2b9f034,Dầu dừa,/images/foods/coconut-oil.jpg,862,0,0,100,fat_rich,vegan,,,,lunch,dinner,,all,all,,Dầu dừa,,,,,15,,,,,ml,,,,,Dùng để nấu ăn hoặc trộn salad.,,,,,,
683c99140410126eb2b9f035,Hạt hướng dương rang,/images/foods/roasted-sunflower-seeds.jpg,584,21,20,51,fat_rich,vegan,,nuts,,snack,,,all,all,,Hạt hướng dương,,,,,100,,,,,g,,,,,Ăn trực tiếp hoặc làm topping cho salad.,,,,,,
683c99140410126eb2b9f036,Trứng luộc,/images/foods/boiled-egg.jpg,78,6,1,5,healthy,high_protein,quick,gluten_free,low_carb,breakfast,sanck,,all,all,,Trứng gà,Muối,,,,50,1,,,,g,g,,,,"Cho trứng vào nồi, thêm nước và một chút muối.",Luộc trong 8-10 phút đến khi trứng chín.,Bóc vỏ và dùng nóng.,,,,
683c99140410126eb2b9f037,Ức gà nướng,/images/foods/grilled-chicken-breast.jpg,165,31,0,3.6,healthy,high_protein,low_fat,gluten_free,low_carb,lunch,,,all,all,,Ức gà,Muối,Tiêu,,,100,1,0.5,,,g,g,g,,,"Rửa sạch ức gà, ướp với muối và tiêu trong 15 phút.","Nướng trên chảo hoặc lò nướng ở 200°C trong 20 phút, trở đều.",Cắt lát và dùng nóng.,,,,
683c99140410126eb2b9f038,Đậu hũ chiên giòn,/images/foods/fried-tofu.jpg,120,10,2,8,vegan,high_protein,,gluten_free,low_carb,dinner,,,all,all,,Đậu hũ,Dầu ăn,,,,100,5,,,,g,ml,,,,"Cắt đậu hũ thành miếng vừa ăn, để ráo nước.","Đun nóng dầu, chiên đậu hũ ở lửa vừa đến khi vàng giòn.","Vớt ra, để ráo dầu và dùng nóng.",,,,
683c99140410126eb2b9f039,Tôm hấp bia,/images/foods/steamed-shrimp-beer.jpg,90,20,1,1,healthy,high_protein,low_fat,gluten_free,low_carb,dinner,,,all,all,,Tôm tươi,Bia,Sả,,,100,50,10,,,g,ml,g,,,"Rửa sạch tôm, để ráo. Đập dập sả và lót dưới nồi.","Đặt tôm lên trên sả, đổ bia vào nồi.","Hấp trong 10 phút đến khi tôm chín đỏ, dùng nóng.",,,,
683c99140410126eb2b9f03a,Thịt heo luộc,/images/foods/boiled-pork.jpg,200,25,0,10,high_protein,quick,,gluten_free,low_carb,lunch,,,all,all,,Thịt heo,Muối,,,,100,1,,,,g,g,,,,"Rửa sạch thịt heo, cho vào nồi nước lạnh với chút muối.",Luộc ở lửa vừa trong 20 phút đến khi thịt chín.,"Vớt ra, thái lát mỏng, dùng với nước mắm.",,,,
683c99140410126eb2b9f03b,Cá thu chiên,/images/foods/fried-mackerel.jpg,190,22,0,12,high_protein,,,gluten_free,low_carb,dinner,,,all,all,,Cá thu,Muối,Dầu ăn,,,100,1,5,,,g,g,ml,,,"Rửa sạch cá thu, ướp với muối trong 10 phút.","Đun nóng dầu, chiên cá ở lửa vừa đến khi vàng hai mặt.","Vớt ra, để ráo dầu, dùng nóng.",,,,
683c99140410126eb2b9f03c,Đậu hũ hấp trứng,/images/foods/steamed-tofu-egg.jpg,110,12,2,6,vegan,high_protein,healthy,gluten_free,low_carb,snack,,,all,all,,Đậu hũ,Trứng gà,,,,80,50,,,,g,g,,,,"Cắt đậu hũ thành miếng, đặt vào bát.","Đập trứng vào bát, trộn đều với đậu hũ.","Hấp trong 15 phút đến khi trứng chín, dùng nóng.",,,,
683c99140410126eb2b9f03d,Trứng chiên cà chua,/images/foods/egg-tomato-omelette.jpg,90,6,5,5,healthy,high_protein,quick,gluten_free,,breakfast,,,all,all,,Trứng gà,Cà chua,Dầu ăn,,,50,50,3,,,g,g,ml,,,"Đập trứng vào bát, đánh tan. Cà chua cắt nhỏ.","Đun nóng dầu, cho cà chua vào xào sơ, sau đó đổ trứng vào.","Chiên ở lửa vừa đến khi trứng chín, dùng nóng.",,,,
683c99140410126eb2b9f03e,Trứng chiên cà chua,/images/foods/egg-tomato-omelette.jpg,90,6,5,5,healthy,high_protein,quick,gluten_free,,breakfast,,,all,all,,Trứng gà,Cà chua,Dầu ăn,,,50,50,3,,,g,g,ml,,,"Đập trứng vào bát, đánh tan. Cà chua cắt nhỏ.","Đun nóng dầu, cho cà chua vào xào sơ, sau đó đổ trứng vào.","Chiên ở lửa vừa đến khi trứng chín, dùng nóng.",,,,
683c99140410126eb2b9f03f,Thịt bò nướng lá lốt,/images/foods/grilled-beef-lot-leaf.jpg,180,24,1,9,high_protein,,,gluten_free,low_carb,dinner,,,all,all,,Thịt bò,Lá lốt,Muối,,,100,20,1,,,g,g,g,,,"Băm nhỏ thịt bò, ướp với muối trong 15 phút.","Cuốn thịt bò vào lá lốt, xiên que.","Nướng trên than hoặc lò nướng ở 200°C trong 10 phút, dùng nóng.",,,,
683c99140410126eb2b9f040,Cơm gạo lứt,/images/foods/boiled-brown-rice.jpg,130,2.5,25,1,healthy,high_carb,low_fat,gluten_free,vegan,breakfast,,,all,all,,Gạo lứt,Nước,,,,100,200,,,,g,ml,,,,"Rửa gạo lứt sạch, ngâm 30 phút.","Cho gạo và nước vào nồi, luộc ở lửa vừa trong 40 phút đến khi chín mềm.","Để ráo nước, dùng nóng.",,,,
683c99140410126eb2b9f041,Bánh mì ,/images/foods/whole-wheat-toast.jpg,250,9,48,3,high_carb,quick,,vegetarian,,lunch,,,all,all,,Bánh mì nguyên cám,Dầu ô liu,,,,100,2,,,,g,ml,,,,"Cắt bánh mì thành lát, phết nhẹ dầu ô liu.",Nướng ở 180°C trong 10 phút đến khi vàng giòn.,Dùng nóng với rau hoặc phô mai.,,,,
683c99140410126eb2b9f042,Khoai lang chiên,/images/foods/fried-sweet-potato.jpg,150,2,35,4,high_carb,healthy,,gluten_free,vegan,dinner,,,all,all,,Khoai lang,Dầu ăn,,,,100,5,,,,g,ml,,,,"Gọt vỏ khoai lang, cắt thành que, rửa sạch.","Đun nóng dầu, chiên khoai ở lửa vừa đến khi vàng giòn.","Vớt ra, để ráo dầu, dùng nóng.",,,,
683c99140410126eb2b9f043,Bánh khoai tây hấp,/images/foods/steamed-potato-cake.jpg,120,3,28,1,high_carb,healthy,,gluten_free,vegan,snack,,,all,all,,Khoai tây,Muối,,,,100,1,,,,g,g,,,,"Gọt vỏ khoai tây, nghiền nhuyễn, nêm muối.","Định hình thành bánh, đặt vào xửng.","Hấp trong 15 phút đến khi chín mềm, dùng nóng.",,,,
683c99140410126eb2b9f044,Cơm trắng,/images/foods/boiled-white-rice.jpg,130,2.5,28,0.3,high_carb,quick,,gluten_free,vegan,lunch,,,all,all,,Gạo trắng,Nước,,,,100,200,,,,g,ml,,,,"Rửa gạo trắng sạch, ngâm 20 phút.","Cho gạo và nước vào nồi, luộc ở lửa vừa trong 20 phút.","Để ráo nước, dùng nóng.",,,,
683c99140410126eb2b9f045,Bánh ngô chiên,/images/foods/fried-corn-cake.jpg,180,4,32,6,high_carb,vegetarian,,gluten_free,,dinner,,,all,all,,Ngô ngọt,Dầu ăn,,,,100,5,,,,g,ml,,,,"Xay nhuyễn ngô, định hình thành bánh.","Đun nóng dầu, chiên bánh ngô ở lửa vừa đến khi vàng.","Vớt ra, để ráo dầu, dùng nóng.",,,,
683c99140410126eb2b9f046,Yến mạch,/images/foods/cooked-oatmeal.jpg,120,5,27,2,high_carb,healthy,,gluten_free,vegan,breakfast,,,all,all,,Yến mạch,Nước,,,,100,200,,,,g,ml,,,,Cho yến mạch và nước vào nồi.,"Nấu ở lửa vừa trong 10 phút, khuấy đều đến khi sệt.",Dùng nóng với trái cây tùy chọn.,,,,
683c99140410126eb2b9f047,Bánh mì khoai lang nướng,/images/foods/sweet-potato-bread-toast.jpg,220,4,45,3,high_carb,healthy,,vegetarian,,snack,,,all,all,,Bánh mì,Khoai lang nghiền,,,,80,20,,,,g,g,,,,Phết khoai lang nghiền lên bánh mì.,Nướng ở 180°C trong 8 phút đến khi vàng.,Dùng nóng hoặc nguội.,,,,
683c99140410126eb2b9f048,Mì sợi,/images/foods/boiled-noodles.jpg,140,5,30,1,high_carb,quick,,vegetarian,,lunch,,,all,all,,Mì sợi,Nước,,,,100,300,,,,g,ml,,,,"Đun sôi nước, cho mì sợi vào luộc 5 phút.","Vớt mì ra, để ráo nước.",Dùng với nước sốt hoặc rau tùy chọn.,,,,
683c99140410126eb2b9f049,Bánh gạo nướng,/images/foods/grilled-rice-cake.jpg,160,3,35,1,high_carb,healthy,,gluten_free,vegan,snack,,,all,all,,Bánh gạo,Muối,,,,100,1,,,,g,g,,,,Phết nhẹ muối lên bánh gạo.,Nướng ở 150°C trong 5 phút đến khi giòn.,Dùng nóng hoặc nguội.,,,,
683c99140410126eb2b9f04a,Bơ nghiền,/images/foods/mashed-avocado.jpg,160,2,9,15,healthy,high_fat,vegan,gluten_free,low_carb,breakfast,,,all,all,,Quả bơ,Muối,,,,100,1,,,,g,g,,,,"Cắt đôi quả bơ, lấy phần thịt, nghiền nhuyễn.",Nêm chút muối cho vừa miệng.,Dùng ngay với bánh mì hoặc ăn trực tiếp.,,,,
683c99140410126eb2b9f04b,Thịt ba chỉ nướng,/images/foods/grilled-pork-belly.jpg,300,12,0,28,high_fat,savory,,gluten_free,low_carb,lunch,,,all,all,,Thịt ba chỉ,Muối,Tiêu,,,100,1,0.5,,,g,g,g,,,"Rửa sạch thịt ba chỉ, ướp với muối và tiêu trong 15 phút.","Nướng trên chảo hoặc lò ở 200°C trong 20 phút, trở đều.","Cắt lát, dùng nóng với rau sống.",,,,
683c99140410126eb2b9f04c,Cá hồi chiên,/images/foods/fried-salmon.jpg,250,20,0,18,high_fat,healthy,,gluten_free,low_carb,dinner,,,all,all,,Cá hồi fillet,Dầu ô liu,,,,100,5,,,,g,ml,,,,"Rửa sạch cá hồi, ướp với muối trong 10 phút.","Đun nóng dầu ô liu, chiên cá ở lửa vừa đến khi vàng hai mặt.",Dùng nóng với chanh hoặc rau.,,,,
683c99140410126eb2b9f04d,Hạt óc chó rang,/images/foods/roasted-walnuts.jpg,185,4,4,18,high_fat,healthy,vegan,gluten_free,low_carb,snack,,,all,all,,Hạt óc chó,,,,,100,,,,,g,,,,,"Rửa sạch hạt óc chó, để ráo nước.",Rang trên chảo không dầu ở lửa vừa trong 5-7 phút đến khi thơm.,"Để nguội, dùng làm món ăn vặt.",,,,
683c99140410126eb2b9f04e,Dừa nạo,/images/foods/shredded-coconut.jpg,354,3,15,33,high_fat,vegan,,gluten_free,low_carb,lunch,,,all,all,,Dừa tươi,,,,,100,,,,,g,,,,,"Tách vỏ dừa, nạo phần cùi trắng.","Rửa sạch, để ráo nước.",Dùng trực tiếp hoặc trộn với đường tùy thích.,,,,
683c99140410126eb2b9f04f,Trứng ốp la,/images/foods/fried-egg.jpg,120,6,1,10,high_fat,quick,,gluten_free,low_carb,breakfast,,,all,all,,Trứng gà,Dầu ăn,,,,50,5,,,,g,ml,,,,Đun nóng dầu trong chảo.,"Đập trứng vào, rán ở lửa vừa đến khi lòng đỏ chín vừa.",Dùng nóng với bánh mì hoặc rau.,,,,
683c99140410126eb2b9f050,Phô mai tan chảy,/images/foods/melted-cheese.jpg,300,7,1,25,high_fat,savory,,gluten_free,,snack,,,all,all,,Phô mai cheddar,,,,,100,,,,,g,,,,,Cắt phô mai thành miếng nhỏ.,Đun chảy phô mai trên chảo hoặc lò vi sóng ở nhiệt độ thấp.,Dùng nóng với bánh mì hoặc rau củ.,,,,
683c99140410126eb2b9f051,Thịt xá xíu,/images/foods/char-siu-pork.jpg,280,18,5,20,high_fat,savory,,gluten_free,,dinner,,,all,all,,Thịt heo vai,Mật ong,Dầu ăn,,,100,10,5,,,g,g,ml,,,Ướp thịt với mật ong và dầu trong 1 giờ.,"Nướng ở 200°C trong 25 phút, quét thêm nước ướp giữa chừng.","Cắt lát, dùng nóng với cơm hoặc rau.",,,,
683c99140410126eb2b9f052,Hạt điều rang,/images/foods/roasted-cashews.jpg,180,5,9,15,high_fat,healthy,vegan,gluten_free,low_carb,snack,,,all,all,,Hạt điều,,,,,100,,,,,g,,,,,"Rửa sạch hạt điều, để ráo nước.",Rang trên chảo không dầu ở lửa vừa trong 5-7 phút đến khi thơm.,"Để nguội, dùng làm món ăn vặt.",,,,
683c99140410126eb2b9f053,Sữa chua béo,/images/foods/full-fat-yogurt.jpg,150,5,7,12,high_fat,healthy,,gluten_free,,breakfast,,,all,all,,Sữa chua béo,,,,,100,,,,,g,,,,,Lấy sữa chua béo ra khỏi tủ lạnh.,Trộn đều với mật ong hoặc trái cây tùy chọn.,Dùng lạnh để tăng hương vị.,,,,
